0,NaN,NaN,+Inf,NaN,NaN,NaN
1,0.166401,0.166981,0.167269,0.167017,0.165879,0.166454
2,0.166196,0.166986,0.167005,0.167085,0.166388,0.166340
3,0.166284,0.166766,0.166790,0.167131,0.166604,0.166425
4,0.166442,0.166902,0.166583,0.167073,0.166567,0.166434
5,0.166502,0.166871,0.166582,0.167015,0.166633,0.166398
6,0.166445,0.166774,0.166581,0.166998,0.166659,0.166543
7,0.166432,0.166746,0.166682,0.166926,0.166633,0.166581
8,0.166469,0.166727,0.166644,0.166867,0.166632,0.166661
9,0.166450,0.166702,0.166640,0.166870,0.166626,0.166712
10,0.166499,0.166682,0.166621,0.166824,0.166676,0.166698
11,0.166504,0.166662,0.166623,0.166856,0.166671,0.166684
12,0.166535,0.166633,0.166624,0.166820,0.166689,0.166700
13,0.166506,0.166675,0.166632,0.166764,0.166722,0.166701
14,0.166497,0.166665,0.166634,0.166751,0.166742,0.166710
15,0.166554,0.166642,0.166631,0.166758,0.166718,0.166697
16,0.166577,0.166639,0.166601,0.166781,0.166696,0.166706
17,0.166596,0.166605,0.166610,0.166767,0.166700,0.166723
18,0.166606,0.166614,0.166650,0.166745,0.166690,0.166695
19,0.166620,0.166638,0.166614,0.166761,0.166678,0.166690
20,0.166651,0.166608,0.166617,0.166761,0.166670,0.166693
21,0.166654,0.166605,0.166622,0.166732,0.166692,0.166695
22,0.166648,0.166595,0.166614,0.166750,0.166679,0.166713
23,0.166649,0.166566,0.166617,0.166752,0.166695,0.166721
24,0.166673,0.166550,0.166633,0.166755,0.166682,0.166707
25,0.166684,0.166562,0.166633,0.166749,0.166657,0.166715
26,0.166662,0.166576,0.166653,0.166740,0.166644,0.166724
27,0.166674,0.166581,0.166667,0.166730,0.166628,0.166720
28,0.166689,0.166579,0.166665,0.166728,0.166638,0.166701
29,0.166670,0.166591,0.166679,0.166735,0.166627,0.166700
30,0.166680,0.166584,0.166669,0.166724,0.166637,0.166706
31,0.166699,0.166574,0.166671,0.166731,0.166623,0.166702
32,0.166716,0.166578,0.166659,0.166718,0.166642,0.166687
33,0.166725,0.166586,0.166645,0.166713,0.166634,0.166696
34,0.166723,0.166588,0.166632,0.166716,0.166637,0.166704
35,0.166721,0.166600,0.166642,0.166711,0.166632,0.166695
36,0.166739,0.166596,0.166632,0.166720,0.166615,0.166698
37,0.166737,0.166605,0.166631,0.166728,0.166599,0.166700
38,0.166739,0.166604,0.166630,0.166714,0.166595,0.166719
39,0.166724,0.166606,0.166618,0.166734,0.166599,0.166719
40,0.166725,0.166603,0.166607,0.166726,0.166602,0.166737
41,0.166722,0.166602,0.166608,0.166721,0.166597,0.166750
42,0.166707,0.166619,0.166617,0.166727,0.166582,0.166747
43,0.166719,0.166631,0.166613,0.166725,0.166583,0.166730
44,0.166722,0.166632,0.166603,0.166732,0.166585,0.166727
45,0.166721,0.166641,0.166591,0.166739,0.166578,0.166729
46,0.166733,0.166631,0.166594,0.166730,0.166585,0.166727
47,0.166724,0.166622,0.166599,0.166733,0.166585,0.166737
48,0.166731,0.166622,0.166599,0.166724,0.166591,0.166734
49,0.166734,0.166608,0.166609,0.166714,0.166591,0.166744
50,0.166729,0.166622,0.166599,0.166716,0.166596,0.166738
51,0.166716,0.166608,0.166611,0.166713,0.166600,0.166751
52,0.166730,0.166586,0.166611,0.166714,0.166610,0.166748
53,0.166742,0.166587,0.166620,0.166716,0.166592,0.166744
54,0.166736,0.166590,0.166622,0.166711,0.166592,0.166748
55,0.166743,0.166592,0.166613,0.166713,0.166588,0.166750
56,0.166745,0.166593,0.166614,0.166701,0.166589,0.166757
57,0.166752,0.166588,0.166617,0.166694,0.166585,0.166765
58,0.166752,0.166576,0.166629,0.166689,0.166593,0.166761
59,0.166750,0.166573,0.166640,0.166678,0.166596,0.166763
60,0.166743,0.166573,0.166647,0.166679,0.166597,0.166761
61,0.166743,0.166581,0.166628,0.166681,0.166604,0.166763
62,0.166764,0.166574,0.166619,0.166685,0.166596,0.166761
63,0.166778,0.166569,0.166613,0.166687,0.166587,0.166765
64,0.166782,0.166580,0.166602,0.166692,0.166580,0.166763
65,0.166778,0.166583,0.166591,0.166693,0.166588,0.166768
66,0.166775,0.166583,0.166598,0.166696,0.166585,0.166763
67,0.166768,0.166591,0.166607,0.166690,0.166588,0.166755
68,0.166767,0.166589,0.166602,0.166689,0.166595,0.166757
69,0.166769,0.166599,0.166603,0.166685,0.166589,0.166754
70,0.166773,0.166587,0.166606,0.166694,0.166590,0.166750
71,0.166782,0.166597,0.166599,0.166680,0.166592,0.166749
72,0.166789,0.166597,0.166605,0.166673,0.166591,0.166745
73,0.166788,0.166597,0.166602,0.166682,0.166584,0.166748
74,0.166779,0.166598,0.166607,0.166683,0.166586,0.166747
75,0.166778,0.166595,0.166618,0.166676,0.166589,0.166744
76,0.166783,0.166592,0.166616,0.166678,0.166588,0.166742
77,0.166781,0.166592,0.166607,0.166683,0.166597,0.166741
78,0.166777,0.166591,0.166612,0.166681,0.166604,0.166735
79,0.166779,0.166596,0.166623,0.166674,0.166598,0.166730
80,0.166780,0.166604,0.166611,0.166683,0.166597,0.166725
81,0.166780,0.166596,0.166615,0.166683,0.166601,0.166724
82,0.166774,0.166596,0.166615,0.166678,0.166612,0.166725
83,0.166772,0.166604,0.166616,0.166679,0.166606,0.166723
84,0.166769,0.166606,0.166609,0.166681,0.166614,0.166722
85,0.166768,0.166604,0.166615,0.166677,0.166614,0.166723
86,0.166769,0.166607,0.166610,0.166671,0.166615,0.166727
87,0.166762,0.166608,0.166612,0.166674,0.166620,0.166724
88,0.166758,0.166609,0.166607,0.166675,0.166626,0.166725
89,0.166755,0.166604,0.166608,0.166679,0.166623,0.166731
90,0.166757,0.166604,0.166604,0.166678,0.166622,0.166734
91,0.166757,0.166605,0.166602,0.166672,0.166629,0.166734
92,0.166759,0.166604,0.166606,0.166669,0.166626,0.166736
93,0.166756,0.166609,0.166605,0.166668,0.166631,0.166731
94,0.166756,0.166611,0.166608,0.166666,0.166635,0.166725
95,0.166760,0.166608,0.166605,0.166671,0.166633,0.166724
96,0.166763,0.166606,0.166602,0.166670,0.166632,0.166727
97,0.166764,0.166604,0.166601,0.166674,0.166626,0.166730
98,0.166765,0.166604,0.166607,0.166675,0.166624,0.166726
99,0.166764,0.166607,0.166597,0.166678,0.166628,0.166725
100,0.166764,0.166607,0.166596,0.166673,0.166630,0.166730
101,0.166762,0.166612,0.166605,0.166670,0.166631,0.166720
102,0.166761,0.166616,0.166609,0.166669,0.166625,0.166720
103,0.166755,0.166623,0.166606,0.166665,0.166629,0.166723
104,0.166753,0.166622,0.166600,0.166669,0.166628,0.166728
105,0.166747,0.166619,0.166603,0.166672,0.166631,0.166728
106,0.166746,0.166606,0.166612,0.166675,0.166631,0.166730
107,0.166748,0.166605,0.166613,0.166677,0.166629,0.166728
108,0.166744,0.166619,0.166608,0.166679,0.166629,0.166721
109,0.166742,0.166620,0.166609,0.166673,0.166632,0.166724
110,0.166748,0.166622,0.166607,0.166672,0.166628,0.166723
111,0.166749,0.166624,0.166607,0.166671,0.166627,0.166723
112,0.166745,0.166618,0.166607,0.166673,0.166631,0.166727
113,0.166746,0.166619,0.166605,0.166679,0.166629,0.166723
114,0.166743,0.166623,0.166605,0.166680,0.166631,0.166719
115,0.166744,0.166622,0.166606,0.166679,0.166629,0.166720
116,0.166748,0.166618,0.166605,0.166681,0.166626,0.166723
117,0.166745,0.166621,0.166604,0.166677,0.166629,0.166724
118,0.166749,0.166617,0.166605,0.166677,0.166630,0.166722
119,0.166749,0.166615,0.166606,0.166681,0.166628,0.166720
120,0.166744,0.166622,0.166606,0.166683,0.166625,0.166719
121,0.166741,0.166622,0.166610,0.166681,0.166624,0.166722
122,0.166740,0.166620,0.166613,0.166680,0.166626,0.166721
123,0.166738,0.166617,0.166610,0.166677,0.166632,0.166726
124,0.166737,0.166618,0.166615,0.166677,0.166631,0.166721
125,0.166735,0.166622,0.166617,0.166675,0.166631,0.166720
126,0.166733,0.166625,0.166614,0.166677,0.166627,0.166724
127,0.166731,0.166623,0.166616,0.166676,0.166627,0.166727
128,0.166731,0.166625,0.166614,0.166677,0.166623,0.166730
129,0.166733,0.166619,0.166614,0.166674,0.166624,0.166736
130,0.166733,0.166618,0.166614,0.166674,0.166622,0.166739
131,0.166731,0.166619,0.166615,0.166671,0.166627,0.166736
132,0.166733,0.166618,0.166615,0.166671,0.166630,0.166734
133,0.166735,0.166618,0.166617,0.166671,0.166629,0.166730
134,0.166735,0.166623,0.166617,0.166671,0.166628,0.166726
135,0.166737,0.166620,0.166619,0.166669,0.166632,0.166723
136,0.166733,0.166619,0.166617,0.166672,0.166637,0.166722
137,0.166732,0.166618,0.166619,0.166667,0.166639,0.166726
138,0.166728,0.166621,0.166621,0.166664,0.166641,0.166725
139,0.166727,0.166625,0.166619,0.166663,0.166640,0.166726
140,0.166730,0.166623,0.166620,0.166661,0.166642,0.166725
141,0.166731,0.166624,0.166622,0.166659,0.166640,0.166724
142,0.166726,0.166626,0.166623,0.166660,0.166639,0.166726
143,0.166725,0.166627,0.166625,0.166663,0.166632,0.166728
144,0.166724,0.166632,0.166625,0.166660,0.166631,0.166729
145,0.166720,0.166637,0.166625,0.166657,0.166630,0.166731
146,0.166718,0.166635,0.166625,0.166656,0.166632,0.166734
147,0.166717,0.166639,0.166625,0.166655,0.166632,0.166732
148,0.166718,0.166637,0.166623,0.166656,0.166629,0.166736
149,0.166719,0.166639,0.166626,0.166652,0.166629,0.166734
150,0.166719,0.166636,0.166628,0.166657,0.166632,0.166729
151,0.166723,0.166634,0.166625,0.166657,0.166632,0.166729
152,0.166725,0.166634,0.166627,0.166658,0.166632,0.166724
153,0.166725,0.166630,0.166627,0.166660,0.166627,0.166730
154,0.166729,0.166636,0.166625,0.166656,0.166626,0.166728
155,0.166726,0.166633,0.166628,0.166651,0.166630,0.166731
156,0.166728,0.166631,0.166632,0.166649,0.166628,0.166732
157,0.166723,0.166632,0.166632,0.166649,0.166633,0.166731
158,0.166724,0.166635,0.166631,0.166650,0.166631,0.166730
159,0.166723,0.166634,0.166637,0.166650,0.166628,0.166728
160,0.166723,0.166633,0.166636,0.166653,0.166626,0.166728
161,0.166724,0.166631,0.166641,0.166653,0.166622,0.166729
162,0.166722,0.166634,0.166641,0.166651,0.166624,0.166729
163,0.166716,0.166636,0.166641,0.166650,0.166628,0.166727
164,0.166717,0.166638,0.166642,0.166649,0.166628,0.166726
165,0.166719,0.166637,0.166646,0.166649,0.166628,0.166721
166,0.166720,0.166639,0.166643,0.166652,0.166628,0.166719
